questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,service_type,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12819657,848390300,Human Resources Assistant (NAF) NF-03,O1NAFBG-25-12819657,Department of the Army,0203,Human Resources Assistance,2025-10-17 15:10:41.223,2025-10-27T23:59:59.9970,"Aberdeen Proving Ground, Maryland",NF-3,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.173567
https://apply.usastaffing.gov/ViewQuestionnaire/12817276,848337200,Operations Support Specialist NF-04,O1NAFDX-25-12817276,Department of Defense,0301,Miscellaneous Administration And Program,2025-10-17 10:45:00.070,2025-10-27T23:59:59.9970,"Texarkana, Texas",NF-4,"May include evenings, weekends,  holidays, call back and emergency duty if need to support the mission.",Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.174623
https://apply.usastaffing.gov/ViewQuestionnaire/12816341,848338300,EXECUTIVE DIRECTOR OF MANPOWER AND PERSONNEL,6X-AFPC-12816341-994369-BKO,Department of the Air Force,0301,Miscellaneous Administration And Program,2025-10-17 10:54:59.057,2025-10-31T23:59:59.9970,"Peterson AFB, Colorado",GS-15,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.175088
https://apply.usastaffing.gov/ViewQuestionnaire/12815595,848350000,Commodity Logistics Specialist,DLAStratMat-26-12815595-MP,Department of Defense,0301,Miscellaneous Administration And Program,2025-10-17 12:00:39.357,2025-10-26T23:59:59.9970,"Hammond, Indiana",GS-12,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.175567
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178967,848350100,Lock and Security Specialist (Locksmith Supervisor),SCR-2026-0009,Department of Justice,0301,Miscellaneous Administration And Program,2025-10-17 12:03:03.777,2025-11-07T23:59:59.9970,"Federal Medical Center Carswell, Texas",GL-10,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.175962
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178967&S=1,848350100,Lock and Security Specialist (Locksmith Supervisor),SCR-2026-0009,Department of Justice,0301,Miscellaneous Administration And Program,2025-10-17 12:03:03.777,2025-11-07T23:59:59.9970,"Federal Medical Center Carswell, Texas",GL-10,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.175977
https://apply.usastaffing.gov/ViewQuestionnaire/12816852,848356100,Tailored Vendor Logistics Specialist,DLATrpSpt-26-12816852-MPR1,Department of Defense,0301,Miscellaneous Administration And Program,2025-10-17 12:40:33.500,2025-10-24T23:59:59.9970,"Pearl Harbor, Hawaii",GS-12,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.176423
https://apply.usastaffing.gov/ViewQuestionnaire/12812490,848358000,Medical Administration Specialist,CBSZ-12812490-26-KTP,Department of Veterans Affairs,0301,Miscellaneous Administration And Program,2025-10-17 12:51:32.680,2025-10-22T23:59:59.9970,"Philadelphia, Pennsylvania",GS-7/9,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.177012
https://apply.usastaffing.gov/ViewQuestionnaire/12810602,848383300,SRM and Environmental Division Chief,DLAENERGY-26-12810602-MP,Department of Defense,0301,Miscellaneous Administration And Program,2025-10-17 14:47:28.553,2025-10-31T23:59:59.9970,"Fort Belvoir, Virginia",GS-15,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.177462
https://apply.usastaffing.gov/ViewQuestionnaire/12818516,848326800,Commissary Support Clerk,DECA-26-12818516-MP,Department of Defense,0303,Miscellaneous Clerk And Assistant,2025-10-17 09:25:52.540,2025-10-27T23:59:59.9970,"Pearl Harbor, Hawaii",GS-4,32 Hours weekly; 64 Hours Bi-weekly,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.177914
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178953,848328600,Health Services Assistant,OAK-2026-0001,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 09:40:13.043,2025-11-07T23:59:59.9970,"Oakdale, Louisiana",GL-06/07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.178329
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178953&S=1,848328600,Health Services Assistant,OAK-2026-0001,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 09:40:13.043,2025-11-07T23:59:59.9970,"Oakdale, Louisiana",GL-06/07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.178345
https://apply.usastaffing.gov/ViewQuestionnaire/12818441,848331900,Guest Services Representative,25-9NFSM010215SRR,Department of the Air Force,0303,Miscellaneous Clerk And Assistant,2025-10-17 10:02:16.440,2025-12-15T23:59:59.9970,"Moron De La Frontera, Spain",NF-1,"Flexible: Guaranteed 0 hours, may work between 0-40 Hours per Week",Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.178690
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178958,848334800,Religious Services Assistant,SPG-2026-0008,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 10:23:34.533,2025-10-31T23:59:59.9970,"Springfield, Missouri",GS-06/07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.179110
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178958&S=1,848334800,Religious Services Assistant,SPG-2026-0008,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 10:23:34.533,2025-10-31T23:59:59.9970,"Springfield, Missouri",GS-06/07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.179126
https://apply.usastaffing.gov/ViewQuestionnaire/12816605,848335500,Program Support Assistant (Oncology/Surgery Service),CBSU-12816605-26-DM,Department of Veterans Affairs,0303,Miscellaneous Clerk And Assistant,2025-10-17 10:29:16.933,2025-10-21T23:59:59.9970,"Aurora, Colorado",GS-6,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.179654
https://apply.usastaffing.gov/ViewQuestionnaire/12816743,848354800,Commissary Support Clerk,DECA-26-12816743-MP,Department of Defense,0303,Miscellaneous Clerk And Assistant,2025-10-17 12:30:40.083,2025-11-03T23:59:59.9970,"Corpus Christi, Texas",GS-4,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.180100
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178969,848355500,Health Services Assistant,ATL-2026-0005,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 12:38:51.823,2025-11-07T23:59:59.9970,"Atlanta, Georgia",GL-07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.180498
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178969&S=1,848355500,Health Services Assistant,ATL-2026-0005,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 12:38:51.823,2025-11-07T23:59:59.9970,"Atlanta, Georgia",GL-07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.180514
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178971,848365200,Religious Services Assistant,TRV-2026-0003,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 13:35:31.163,2025-10-31T23:59:59.9970,"Three Rivers, Texas",GS-06/07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.180927
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178971&S=1,848365200,Religious Services Assistant,TRV-2026-0003,Department of Justice,0303,Miscellaneous Clerk And Assistant,2025-10-17 13:35:31.163,2025-10-31T23:59:59.9970,"Three Rivers, Texas",GS-06/07,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.180943
https://apply.usastaffing.gov/ViewQuestionnaire/12819752,848367300,Clerk NF-02,O3NAFDM-25-12819752,Department of the Army,0303,Miscellaneous Clerk And Assistant,2025-10-17 13:48:16.273,2025-10-27T23:59:59.9970,"Fort Knox, Kentucky",NF-2,"FLEX positions can be worked anywhere between 0 - 40 hours per week, hours are not guaranteed.",Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.181328
https://apply.usastaffing.gov/ViewQuestionnaire/12819815,848386900,Guest Services Representative,25-9MFSVL009834,Department of the Air Force,0303,Miscellaneous Clerk And Assistant,2025-10-17 15:01:29.403,2025-10-21T23:59:59.9970,"Elmendorf AFB, Alaska",NF-1,Guaranteed a minimum of 20 hours per week to a maximum of 34 hours per week.,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.181686
https://apply.usastaffing.gov/ViewQuestionnaire/12813695,848398100,Commissary Support Clerk,DECA-26-12813695-DE,Department of Defense,0303,Miscellaneous Clerk And Assistant,2025-10-14 00:00:00.000,2025-10-27T23:59:59.9970,"Fallon, Nevada",GS-4,"Works irregular hours to include days nights, holidays, and weekends.",Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.182121
https://apply.usastaffing.gov/ViewQuestionnaire/12813696,848398800,Commissary Support Clerk,DECA-26-12813696-MP,Department of Defense,0303,Miscellaneous Clerk And Assistant,2025-10-17 15:54:37.137,2025-10-27T23:59:59.9970,"Fallon, Nevada",GS-4,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.182582
https://apply.usastaffing.gov/ViewQuestionnaire/12819817,848403000,Desk Clerk,26-12819817,Department of the Navy,0303,Miscellaneous Clerk And Assistant,2025-10-17 16:30:20.617,2025-10-24T23:59:59.9970,"Virginia Beach, Virginia",NF-2,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.182970
https://apply.usastaffing.gov/ViewQuestionnaire/12819812,848388500,Administration Assistant,26-12819812,Department of the Navy,0326,Office Automation Clerical And Assistance,2025-10-17 15:04:48.427,2025-10-23T23:59:59.9970,"Yorktown, Virginia",NF-3,35-40 HOURS WITH BENEFITS,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.183329
https://jobs.monstergovt.com/dos/ros/rosDashboard.hms?O=6&J=118230,848374100,Administrative Officer,CA-2026-0001,Department of State,0341,Administrative Officer,2025-10-17 14:10:27.663,2025-10-27T23:59:59.9970,"Buffalo, New York",GS-11,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.183850
https://jobs.monstergovt.com/dos/ros/rosDashboard.hms?O=6&J=118230&S=1,848374100,Administrative Officer,CA-2026-0001,Department of State,0341,Administrative Officer,2025-10-17 14:10:27.663,2025-10-27T23:59:59.9970,"Buffalo, New York",GS-11,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.183865
https://apply.usastaffing.gov/ViewQuestionnaire/12818467,848340100,Management and Program Analyst,DLADist-26-12818467-DHA,Department of Defense,0343,Management And Program Analysis,2025-10-17 11:03:29.377,2025-10-26T23:59:59.9970,"Tracy, California",GS-9,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.184215
https://apply.usastaffing.gov/ViewQuestionnaire/12819986,848400100,LOGISTICS MANAGEMENT OFFICER,NM-12819986-AF-T32-025-021,Department of the Air Force,0346,Logistics Management,2025-10-17 16:04:13.037,2025-11-11T23:59:59.9970,"Kirtland AFB, New Mexico",GS-13,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.184563
https://apply.usastaffing.gov/ViewQuestionnaire/12812959,848406300,LOGISTICS MANAGEMENT SPECIALIST - TITLE 32,KY-12812959-AF-25-154,Department of the Air Force,0346,Logistics Management,2025-10-17 17:14:16.650,2025-11-07T23:59:59.9970,"Louisville, Kentucky",GS-12,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.184878
https://apply.usastaffing.gov/ViewQuestionnaire/12810380,848367600,TELECOMMUNICATIONS SPECIALIST,ID-12810380-AR-4008,Department of the Air Force,0391,Telecommunications,2025-10-17 13:50:07.817,2025-10-27T23:59:59.9970,"Boise, Idaho",GS-11,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.185229
https://apply.usastaffing.gov/ViewQuestionnaire/12819595,848346600,Wildland Firefighter (Fuels) - Direct Hire Authority,DHA-26-12819595-CBXH-CB,Department of the Interior,0456,Wildland Fire Management,2025-10-17 11:41:46.793,2025-11-07T23:59:59.9970,"Seminole, Oklahoma",GW-8,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.185692
https://apply.usastaffing.gov/ViewQuestionnaire/12816590,848354400,Wildland Firefighter - Direct Hire Authority,DHA-26-12816590-CBXH-DN,Department of the Interior,0456,Wildland Fire Management,2025-10-17 12:28:13.267,2025-11-07T23:59:59.9970,"Albuquerque, New Mexico",GW-6,Seasonal,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.186135
https://apply.usastaffing.gov/ViewQuestionnaire/12816611,848354600,Wildland Firefighter - Direct Hire Authority,DHA-26-12816611-CBXH-DN,Department of the Interior,0456,Wildland Fire Management,2025-10-17 12:28:56.720,2025-11-03T23:59:59.9970,"Albuquerque, New Mexico",GW-6/7,Seasonal,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.186611
https://apply.usastaffing.gov/ViewQuestionnaire/12819727,848357300,Wildland Firefighter Apprentice - Direct Hire Authority,DHA-26-12819727-CBXH-CB,Department of the Interior,0456,Wildland Fire Management,2025-10-17 12:45:27.010,2025-10-31T23:59:59.9970,"Muskogee, Oklahoma",GW-4/5,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.187110
https://apply.usastaffing.gov/ViewQuestionnaire/12819825,848373000,Wildland Firefighter - Direct Hire Authority,DHA-26-12819825-CBXH-CB,Department of the Interior,0456,Wildland Fire Management,2025-10-17 14:06:15.000,2025-10-31T23:59:59.9970,"Muskogee, Oklahoma",GW-6/7,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.187614
https://apply.usastaffing.gov/ViewQuestionnaire/12819659,848397900,Wildland Firefighter (Prevention) - Direct Hire Authority,DHA-26-12819659-CBXH-DN,Department of the Interior,0456,Wildland Fire Management,2025-10-17 15:48:14.743,2025-11-10T23:59:59.9970,"Albuquerque, New Mexico",GW-8/9,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.188046
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178950,848325400,Financial Program Specialist (Financial Specialist),LOR-2026-0006,Department of Justice,0501,Financial Administration And Program,2025-10-17 09:21:42.483,2025-11-07T23:59:59.9970,"Loretto, Pennsylvania",GL-07/09,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.188443
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=178950&S=1,848325400,Financial Program Specialist (Financial Specialist),LOR-2026-0006,Department of Justice,0501,Financial Administration And Program,2025-10-17 09:21:42.483,2025-11-07T23:59:59.9970,"Loretto, Pennsylvania",GL-07/09,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.188459
https://apply.usastaffing.gov/ViewQuestionnaire/12814650,848362700,Medical Reimbursement Technician,CARZ-12814650-26-LKJ,Department of Veterans Affairs,0503,Financial Clerical And Assistance,2025-10-17 13:22:10.533,2025-10-24T23:59:59.9970,"Las Vegas, Nevada",GS-5/6,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.188972
https://apply.usastaffing.gov/ViewQuestionnaire/12819774,848362000,Teller,DECA-26-12819774-MP,Department of Defense,0530,Cash Processing,2025-10-17 13:17:42.067,2025-10-27T23:59:59.9970,"Schofield Barracks, Hawaii",GS-4,32 Hours weekly; 64 Hours Bi-weekly,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.189439
https://apply.usastaffing.gov/ViewQuestionnaire/12815946,848370800,Teller,DECA-26-12815946-DE,Department of Defense,0530,Cash Processing,2025-10-16 00:00:00.000,2025-11-03T23:59:59.9970,"Fort Bliss, Texas",GS-4,"Irregular schedule to include days, nights, weekends, and holidays",Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.189888
https://apply.usastaffing.gov/ViewQuestionnaire/12815947,848371200,Teller,DECA-26-12815947-MP,Department of Defense,0530,Cash Processing,2025-10-17 13:59:37.473,2025-11-03T23:59:59.9970,"Fort Bliss, Texas",GS-4,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.190344
https://apply.usastaffing.gov/ViewQuestionnaire/12816782,848322400,Histopathology Technologist,CBTA-12816782-26-YG,Department of Veterans Affairs,0601,General Health Science,2025-10-17 10:57:50.030,2025-10-27T23:59:59.9970,"Hampton, Virginia",GS-7/9,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.190830
https://apply.usastaffing.gov/ViewQuestionnaire/12816868,848322500,Cytotechnologist (Advanced),CBSR-12816868-26-DJ,Department of Veterans Affairs,0601,General Health Science,2025-10-17 09:02:40.010,2025-10-21T23:59:59.9970,"Indianapolis, Indiana",GS-11,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.191290
https://apply.usastaffing.gov/ViewQuestionnaire/12816282,848342600,Physician Assistant - Behavioral Health Community Based Outpatient Clinic,CBSZ-12816282-26-AK,Department of Veterans Affairs,0603,Physician Assistant,2025-10-17 11:53:03.967,2025-10-31T23:59:59.9970,"Venango County, Pennsylvania",AD-00,20 Hours per week,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.209495
https://apply.usastaffing.gov/ViewQuestionnaire/12815207,848408800,Physician Assistant- Primary Care,CBSU-12815207-26-MP,Department of Veterans Affairs,0603,Physician Assistant,2025-10-17 18:06:28.173,2025-10-27T23:59:59.9970,"Idaho Falls, Idaho",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.210859
https://apply.usastaffing.gov/ViewQuestionnaire/12815466,848315300,Registered Nurse-Remote Patient Monitoring (Outpatient),CBTC-12815466-26-NN,Department of Veterans Affairs,0610,Nurse,2025-10-17 07:12:58.127,2025-10-23T23:59:59.9970,"Bay Pines, Florida",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.211371
https://apply.usastaffing.gov/ViewQuestionnaire/12817144,848315900,Registered Nurse (Assistant Nurse Manager) - Community Living Center,CBSU-12817144-26-SS,Department of Veterans Affairs,0610,Nurse,2025-10-17 07:32:20.683,2025-10-22T23:59:59.9970,"Pueblo, Colorado",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.211856
https://apply.usastaffing.gov/ViewQuestionnaire/12815291,848317800,Nurse - Wound Care,CBTB-12815291-26-SD,Department of Veterans Affairs,0610,Nurse,2025-10-17 08:09:58.903,2025-10-27T23:59:59.9970,"Tuscaloosa, Alabama",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.212354
https://apply.usastaffing.gov/ViewQuestionnaire/12816640,848321400,Nurse Practitioner (Home Based Primary Care),CBSV-12816640-26-AED,Department of Veterans Affairs,0610,Nurse,2025-10-17 08:52:28.630,2025-10-27T23:59:59.9970,"Salem, Oregon",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.212814
https://apply.usastaffing.gov/ViewQuestionnaire/12814741,848323100,Nurse Manager Employee Occupational Health/Telehealth,CBSS-12814741-26-TT,Department of Veterans Affairs,0610,Nurse,2025-10-17 09:05:13.373,2025-10-28T23:59:59.9970,"Saint Louis, Missouri",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.213327
https://apply.usastaffing.gov/ViewQuestionnaire/12816466,848327100,Registered Nurse - Clinical Education Program Manager,CBSS-12816466-26-LD,Department of Veterans Affairs,0610,Nurse,2025-10-17 09:27:32.643,2025-10-22T23:59:59.9970,"Saint Louis, Missouri",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.213818
https://apply.usastaffing.gov/ViewQuestionnaire/12814971,848329600,Registered Nurse - Inpatient Med/Surg - Intermittent,CBTC-12814971-26-JDN,Department of Veterans Affairs,0610,Nurse,2025-10-17 09:48:40.030,2025-10-28T23:59:59.9970,"Bay Pines, Florida",AD-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.214320
https://apply.usastaffing.gov/ViewQuestionnaire/12817009,848330700,Registered Nurse - Acute Care,CBTE-12817009-26-SM,Department of Veterans Affairs,0610,Nurse,2025-10-17 10:22:52.967,2025-10-27T23:59:59.9970,"Buffalo, New York",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.214780
https://apply.usastaffing.gov/ViewQuestionnaire/12816843,848331500,Registered Nurse - Specialty Clinic,CAZP-12816843-26-DG,Department of Veterans Affairs,0610,Nurse,2025-10-17 09:58:38.817,2025-10-27T23:59:59.9970,"North Chicago, Illinois",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.215240
https://apply.usastaffing.gov/ViewQuestionnaire/12815529,848331700,Registered Nurse - Medical Procedure Unit/Interventional Radiology,CBTG-12815529-26-LLM,Department of Veterans Affairs,0610,Nurse,2025-10-17 10:00:38.550,2025-10-27T23:59:59.9970,"Louisville, Kentucky",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.215723
https://apply.usastaffing.gov/ViewQuestionnaire/12818459,848334500,Registered Nurse - Assistant Nurse Manager OR/PACU,CBTE-12818459-26-BT,Department of Veterans Affairs,0610,Nurse,2025-10-17 10:18:48.873,2025-10-31T23:59:59.9970,"Syracuse, New York",VN-00,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.216177
https://apply.usastaffing.gov/ViewQuestionnaire/12816850,848335900,Registered Nurse - Clinical Nurse Educator,CBSY-12816850-26-AG,Department of Veterans Affairs,0610,Nurse,2025-10-17 10:30:13.980,2025-10-27T23:59:59.9970,"Omaha, Nebraska",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.216694
https://apply.usastaffing.gov/ViewQuestionnaire/12816191,848336900,Nurse Manager - Outpatient Mental Health,CBTB-12816191-26-AH,Department of Veterans Affairs,0610,Nurse,2025-10-17 13:22:56.857,2025-10-27T23:59:59.9970,"Dublin, Georgia",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.217545
https://apply.usastaffing.gov/ViewQuestionnaire/12815805,848339000,Nurse Practitioner (Clinical Practice Manager),CBSV-12815805-26-AT,Department of Veterans Affairs,0610,Nurse,2025-10-17 10:57:25.190,2025-10-27T23:59:59.9970,"Fairview, Oregon",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.218015
https://apply.usastaffing.gov/ViewQuestionnaire/12818407,848339200,Registered Nurse - Admin Care (Community Care),CBSX-12818407-26-BJ,Department of Veterans Affairs,0610,Nurse,2025-10-17 10:58:05.653,2025-10-28T23:59:59.9970,"Tucson, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.218469
https://apply.usastaffing.gov/ViewQuestionnaire/12815840,848340000,Registered Nurse- Pain Management,CBSZ-12815840-26-SJ,Department of Veterans Affairs,0610,Nurse,2025-10-17 11:03:02.757,2025-10-27T23:59:59.9970,"Erie, Pennsylvania",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.218949
https://apply.usastaffing.gov/ViewQuestionnaire/12816994,848342300,Registered Nurse (Outpatient Pulmonology),CAZM-12816994-26-JMS,Department of Veterans Affairs,0610,Nurse,2025-10-17 11:19:50.623,2025-10-27T23:59:59.9970,"El Paso, Texas",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.219444
https://apply.usastaffing.gov/ViewQuestionnaire/12816283,848342800,Nurse Practitioner - Behavioral Health Community Based Outpatient Clinic,CBSZ-12816283-26-AK,Department of Veterans Affairs,0610,Nurse,2025-10-17 11:48:22.800,2025-10-31T23:59:59.9970,"Venango County, Pennsylvania",AD-00,20 Hours per week,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.219896
https://apply.usastaffing.gov/ViewQuestionnaire/12817136,848343700,Registered Nurse (Critical Care - SICU/CCU),CAZM-12817136-26-JMS,Department of Veterans Affairs,0610,Nurse,2025-10-17 11:27:13.993,2025-10-27T23:59:59.9970,"San Antonio, Texas",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.220393
https://apply.usastaffing.gov/ViewQuestionnaire/12815369,848343800,"Registered Nurse, Interventional Radiology Care Coordinator",CBSX-12815369-26-DB,Department of Veterans Affairs,0610,Nurse,2025-10-17 11:27:47.523,2025-10-27T23:59:59.9970,"Phoenix, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.220861
https://apply.usastaffing.gov/ViewQuestionnaire/12812842,848345600,Registered Nurse (Clinical Analyst),CBTD-12812842-26-SLR,Department of Veterans Affairs,0610,Nurse,2025-10-17 11:37:36.733,2025-10-27T23:59:59.9970,"Brockton, Massachusetts",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.221388
https://apply.usastaffing.gov/ViewQuestionnaire/12818386,848352900,Advanced Practice Nurse (Nurse Practitioner) - VA Health Connect,CBSY-12818386-26-SD,Department of Veterans Affairs,0610,Nurse,2025-10-17 12:17:53.577,2025-10-24T23:59:59.9970,"Minneapolis, Minnesota",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.221863
https://apply.usastaffing.gov/ViewQuestionnaire/12819686,848356900,Registered Nurse RCI (Referral Coordination Team) EHRM (Electronic Health Records Management),CAZP-12819686-26-AC,Department of Veterans Affairs,0610,Nurse,2025-10-17 12:45:36.527,2025-10-27T23:59:59.9970,"Danville, Illinois",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.222370
https://apply.usastaffing.gov/ViewQuestionnaire/12819650,848357100,Out of Operating Room Anesthesia RN Coordinator (FTE 1.0),CAZP-12819650-26-RM,Department of Veterans Affairs,0610,Nurse,2025-10-17 12:44:21.973,2025-10-27T23:59:59.9970,"Milwaukee, Wisconsin",VN-00,"Monday - Friday, 0730-1600 (no weekends/no holidays)",Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.222832
https://apply.usastaffing.gov/ViewQuestionnaire/12815990,848363500,Registered Nurse - Referral Coordination Team,CBTG-12815990-26-GY,Department of Veterans Affairs,0610,Nurse,2025-10-17 13:25:37.833,2025-10-27T23:59:59.9970,"Lexington, Kentucky",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.223328
https://apply.usastaffing.gov/ViewQuestionnaire/12814638,848371400,Nurse Practitioner - Maplewood CBOC,CBSY-12814638-26-GM,Department of Veterans Affairs,0610,Nurse,2025-10-17 14:00:04.877,2025-10-31T23:59:59.9970,"Maplewood, Minnesota",AD-2,32 Hours,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.223776
https://apply.usastaffing.gov/ViewQuestionnaire/12812745,848387800,Advanced Practice Nurse-Surgical Care,CBTD-12812745-26-KC,Department of Veterans Affairs,0610,Nurse,2025-10-17 15:03:18.027,2025-10-27T23:59:59.9970,"Providence, Rhode Island",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.224307
https://apply.usastaffing.gov/ViewQuestionnaire/12818376,848389000,Registered Nurse - Outpatient Staff,CBSU-12818376-26-WA,Department of Veterans Affairs,0610,Nurse,2025-10-17 15:07:12.113,2025-10-22T23:59:59.9970,"Muskogee, Oklahoma",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.224790
https://apply.usastaffing.gov/ViewQuestionnaire/12818501,848389600,Advanced Practice Nurse - Psychiatric Mental Health Nurse Practitioner,CBSY-12818501-26-SD,Department of Veterans Affairs,0610,Nurse,2025-10-17 15:08:39.830,2025-10-24T23:59:59.9970,"Brainerd, Minnesota",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.225280
